"","Season","Name","Team","POS","Salary","Years","Total.Value","Avg.Annual"
"4855",2016,"CC Sabathia","NYY ","SP","$25,000,000 ","5 (2012-16)","$122,000,000 ","$24,400,000 "
"4856",2016,"Chad Qualls","COL ","RP","$2,250,000 ","2 (2016-17)","$6,000,000 ","$3,000,000 "
"4857",2016,"Charlie Morton","PHI ","SP","$8,000,000 ","3 (2014-16)","$21,000,000 ","$7,000,000 "
"4858",2016,"Chase Headley","NYY ","3B","$13,000,000 ","4 (2015-18)","$52,000,000 ","$13,000,000 "
"4859",2016,"Chase Utley","LAD ","2B","$7,000,000 ","1 (2016)","$7,000,000 ","$7,000,000 "
"4860",2016,"Chien-Ming Wang","KC ","SP","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"4861",2016,"Chris Coghlan","OAK ","RF","$4,800,000 ","1 (2016)","$4,800,000 ","$4,800,000 "
"4862",2016,"Chris Davis","BAL ","1B","$21,268,890 ","7 (2016-22)","$161,000,000 ","$23,000,000 "
"4863",2016,"Chris Iannetta","SEA ","C","$4,250,000 ","1 (2016)","$4,250,000 ","$4,250,000 "
"4864",2016,"Chris Narveson","MIA ","RP","$1,200,000 ","1 (2016)","$1,200,000 ","$1,200,000 "
"4865",2016,"Chris Young","BOS ","LF","$6,500,000 ","2 (2016-17)","$13,000,000 ","$6,500,000 "
"4866",2016,"Chris Young","KC ","SP","$4,250,000 ","2 (2016-17)","$11,500,000 ","$5,750,000 "
"4867",2016,"Clay Buchholz","BOS ","SP","$13,000,000 ","1 (2016)","$13,000,000 ","$13,000,000 "
"4868",2016,"Clayton Kershaw","LAD ","SP","$33,000,000 ","7 (2014-20)","$215,000,000 ","$30,714,286 "
"4869",2016,"Clayton Richard","CHC ","RP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"4870",2016,"Cliff Lee","PHI ","P","$27,500,000 ","5 (2011-15)","$120,000,000 ","$24,000,000 "
"4871",2016,"Cliff Pennington","LAA ","2B","$1,500,000 ","2 (2016-17)","$3,750,000 ","$1,875,000 "
"4872",2016,"Clint Barmes","SD ","SS","$2,000,000 ","1 (2015)","$1,300,000 ","$1,300,000 "
"4873",2016,"Colby Lewis","TEX ","SP","$6,000,000 ","1 (2016)","$6,000,000 ","$6,000,000 "
"4874",2016,"Colby Rasmus","HOU ","LF","$15,800,000 ","1 (2016)","$15,800,000 ","$15,800,000 "
"4875",2016,"Cole Hamels","TEX ","SP","$22,500,000 ","6 (2013-18)","$144,000,000 ","$24,000,000 "
"4876",2016,"Craig Breslow","MIA ","RP","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"4877",2016,"Curtis Granderson","NYM ","CF","$16,000,000 ","4 (2014-17)","$60,000,000 ","$15,000,000 "
"4878",2016,"Dana Eveland","TB ","RP","$895,000 ","1 (2016)","$895,000 ","$895,000 "
"4879",2016,"Daniel Murphy","WSH ","2B","$8,000,000 ","3 (2016-18)","$37,500,000 ","$12,500,000 "
"4880",2016,"David DeJesus","TB ","LF","$5,000,000 ","2 (2014-15)","$10,500,000 ","$5,250,000 "
"4881",2016,"David Freese","PIT ","3B","$3,000,000 ","1 (2016)","$3,000,000 ","$3,000,000 "
"4882",2016,"David Hernandez","PHI ","RP","$3,900,000 ","1 (2016)","$3,900,000 ","$3,900,000 "
"4883",2016,"David Price","BOS ","SP","$30,000,000 ","7 (2016-22)","$217,000,000 ","$31,000,000 "
"4884",2016,"David Robertson","CWS ","RP","$11,000,000 ","4 (2015-18)","$46,000,000 ","$11,500,000 "
"4885",2016,"David Ross","CHC ","C","$2,500,000 ","2 (2015-16)","$5,000,000 ","$2,500,000 "
"4886",2016,"David Wright","NYM ","3B","$19,364,801 ","8 (2013-20)","$138,000,000 ","$17,250,000 "
"4887",2016,"Denard Span","SF ","OF","$6,333,333 ","3 (2016-18)","$31,000,000 ","$10,333,333 "
"4888",2016,"Dexter Fowler","CHC ","CF","$8,000,000 ","1 (2016)","$8,000,000 ","$8,000,000 "
"4889",2016,"Dioner Navarro","CWS ","C","$4,000,000 ","1 (2016)","$4,000,000 ","$4,000,000 "
"4890",2016,"Doug Fister","HOU ","SP","$7,000,000 ","1 (2016)","$7,000,000 ","$7,000,000 "
"4891",2016,"Drew Butera","KC ","C","$1,162,500 ","1 (2016)","$1,162,500 ","$1,162,500 "
"4892",2016,"Drew Stubbs","ATL ","CF","$507,500 ","1 (2016)","$507,500 ","$507,500 "
"4893",2016,"Dustin McGowan","MIA ","RP","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"4894",2016,"Dustin Pedroia","BOS ","2B","$12,642,511 ","8 (2014-21)","$110,000,000 ","$13,750,000 "
"4895",2016,"Edinson Volquez","KC ","SP","$9,500,000 ","2 (2015-16)","$20,000,000 ","$10,000,000 "
"4896",2016,"Edwin Encarnacion","TOR ","DH","$10,000,000 ","1 (2016)","$10,000,000 ","$10,000,000 "
"4897",2016,"Edwin Jackson","MIA ","P","$507,500 ","1 (2016)","$507,500 ","$507,500 "
"4898",2016,"Elvis Andrus","TEX ","SS","$15,250,000 ","8 (2015-22)","$120,000,000 ","$15,000,000 "
"4899",2016,"Emmanuel Burriss","PHI ","2B","$925,000 ","1 (2016)","$925,000 ","$925,000 "
"4900",2016,"Erick Aybar","ATL ","SS","$8,500,000 ","4 (2013-16)","$35,000,000 ","$8,750,000 "
"4901",2016,"Ervin Santana","MIN ","SP","$13,500,000 ","4 (2015-18)","$55,000,000 ","$13,750,000 "
"4902",2016,"Evan Longoria","TB ","3B","$12,600,018 ","10 (2013-22)","$136,000,000 ","$13,600,000 "
"4903",2016,"Felix Hernandez","SEA ","SP","$25,857,143 ","7 (2013-19)","$175,000,000 ","$25,000,000 "
"4904",2016,"Fernando Rodney","SD ","RP","$1,600,000 ","1 (2016)","$1,600,000 ","$1,600,000 "
"4905",2016,"Francisco Cervelli","PIT ","C","$3,500,000 ","1 (2016)","$3,500,000 ","$3,500,000 "
"4906",2016,"Francisco Liriano","PIT ","SP","$13,666,667 ","3 (2015-17)","$39,000,000 ","$13,000,000 "
"4907",2016,"Francisco Rodriguez","DET ","RP","$7,383,481 ","2 (2015-16)","$13,000,000 ","$6,500,000 "
"4908",2016,"Franklin Gutierrez","SEA ","LF","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"4909",2016,"Gavin Floyd","TOR ","RP","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"4910",2016,"Geovany Soto","LAA ","C","$2,800,000 ","1 (2016)","$2,800,000 ","$2,800,000 "
"4911",2016,"Gerardo Parra","COL ","LF","$8,000,000 ","3 (2016-18)","$27,500,000 ","$9,166,667 "
"4912",2016,"Gio Gonzalez","WSH ","SP","$12,100,000 ","5 (2012-16)","$42,000,000 ","$8,400,000 "
"4913",2016,"Gordon Beckham","ATL ","3B","$1,250,000 ","1 (2016)","$1,250,000 ","$1,250,000 "
"4914",2016,"Hanley Ramirez","BOS ","1B","$22,750,000 ","4 (2015-18)","$88,000,000 ","$22,000,000 "
"4915",2016,"Homer Bailey","CIN ","SP","$18,000,000 ","6 (2014-19)","$105,000,000 ","$17,500,000 "
"4916",2016,"Howie Kendrick","LAD ","2B","$9,540,378 ","2 (2016-17)","$20,000,000 ","$10,000,000 "
"4917",2016,"Hunter Pence","SF ","RF","$18,700,000 ","5 (2014-18)","$90,000,000 ","$18,000,000 "
"4918",2016,"Ian Desmond","TEX ","LF","$8,000,000 ","1 (2016)","$8,000,000 ","$8,000,000 "
"4919",2016,"Ian Kennedy","KC ","SP","$7,500,000 ","5 (2016-20)","$70,000,000 ","$14,000,000 "
"4920",2016,"Ian Kinsler","DET ","2B","$14,000,000 ","5 (2013-17)","$75,000,000 ","$15,000,000 "
"4921",2016,"Ichiro Suzuki","MIA ","LF","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"4922",2016,"J.A. Happ","TOR ","SP","$10,000,000 ","3 (2016-18)","$36,000,000 ","$12,000,000 "
"4923",2016,"J.P. Howell","LAD ","RP","$6,250,000 ","1 (2016)","$6,250,000 ","$6,250,000 "
"4924",2016,"Jacoby Ellsbury","NYY ","OF","$21,857,142 ","7 (2014-20)","$153,000,000 ","$21,857,143 "
"4925",2016,"Jaime Garcia","STL ","SP","$11,500,000 ","1 (2016)","$11,500,000 ","$11,500,000 "
"4926",2016,"Jake Peavy","SF ","SP","$15,000,000 ","2 (2015-16)","$24,000,000 ","$12,000,000 "
"4927",2016,"James Loney","TB ","1B","$9,666,667 ","3 (2014-16)","$21,000,000 ","$7,000,000 "
"4928",2016,"James Russell","PHI ","RP","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"4929",2016,"James Shields","SD ","SP","$21,250,000 ","4 (2015-18)","$75,000,000 ","$18,750,000 "
"4930",2016,"Jarrod Saltalamacchia","DET ","C","$507,500 ","1 (2016)","$507,500 ","$507,500 "
"4931",2016,"Jason Frasor","KC ","P","$2,000,000 ","1 (2015)","$1,250,000 ","$1,250,000 "
"4932",2016,"Jason Hammel","CHC ","P","$9,000,000 ","2 (2015-16)","$20,000,000 ","$10,000,000 "
"4933",2016,"Jason Heyward","CHC ","RF","$19,555,288 ","8 (2016-23)","$184,000,000 ","$23,000,000 "
"4934",2016,"Jason Vargas","KC ","SP","$8,500,000 ","4 (2014-17)","$32,000,000 ","$8,000,000 "
"4935",2016,"Javier Lopez","SF ","RP","$5,000,000 ","3 (2014-16)","$13,000,000 ","$4,333,333 "
"4936",2016,"Jay Bruce","CIN ","OF","$12,541,666 ","6 (2011-16)","$51,000,000 ","$8,500,000 "
"4937",2016,"Jayson Werth","WSH ","LF","$21,733,615 ","7 (2011-17)","$126,000,000 ","$18,000,000 "
"4938",2016,"Jed Lowrie","OAK ","2B","$7,500,000 ","3 (2015-17)","$23,000,000 ","$7,666,667 "
"4939",2016,"Jeff Francoeur","ATL ","RF","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"4940",2016,"Jeff Mathis","MIA ","C","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"4941",2016,"Jeff Samardzija","SF ","SP","$10,800,000 ","5 (2016-20)","$90,000,000 ","$18,000,000 "
"4942",2016,"Jered Weaver","LAA ","SP","$20,200,000 ","5 (2012-16)","$85,000,000 ","$17,000,000 "
"4943",2016,"Jeremy Guthrie","KC ","P","$10,000,000 ","3 (2013-15)","$25,000,000 ","$8,333,333 "
"4944",2016,"Jerry Blevins","NYM ","RP","$4,000,000 ","1 (2016)","$4,000,000 ","$4,000,000 "
"4945",2016,"Jesse Chavez","TOR ","RP","$4,000,000 ","1 (2016)","$4,000,000 ","$4,000,000 "
"4946",2016,"Jhonny Peralta","STL ","SS","$12,500,000 ","4 (2014-17)","$53,000,000 ","$13,250,000 "
"4947",2016,"Jim Johnson","ATL ","RP","$2,500,000 ","1 (2016)","$2,500,000 ","$2,500,000 "
"4948",2016,"Jimmy Rollins","CWS ","SS","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"4949",2016,"Joakim Soria","KC ","RP","$7,333,333 ","3 (2016-18)","$25,000,000 ","$8,333,333 "
"4950",2016,"Joe Blanton","LAD ","RP","$4,000,000 ","1 (2016)","$4,000,000 ","$4,000,000 "
"4951",2016,"Joe Mauer","MIN ","1B","$23,000,000 ","8 (2011-18)","$184,000,000 ","$23,000,000 "
"4952",2016,"Joe Nathan","DET ","P","$10,000,000 ","2 (2014-15)","$20,000,000 ","$10,000,000 "
"4953",2016,"Joe Smith","LAA ","RP","$5,250,000 ","3 (2014-16)","$15,750,000 ","$5,250,000 "
"4954",2016,"Joey Votto","CIN ","1B","$20,000,000 ","10 (2014-23)","$225,000,000 ","$22,500,000 "
"4955",2016,"John Danks","CWS ","SP","$15,750,000 ","5 (2012-16)","$65,000,000 ","$13,000,000 "
"4956",2016,"John Lackey","CHC ","SP","$16,000,000 ","2 (2016-17)","$32,000,000 ","$16,000,000 "
"4957",2016,"Johnny Cueto","SF ","SP","$16,666,666 ","6 (2016-21)","$130,000,000 ","$21,666,667 "
"4958",2016,"Jon Lester","CHC ","SP","$25,000,000 ","6 (2015-20)","$155,000,000 ","$25,833,333 "
"4959",2016,"Jonathan Papelbon","WSH ","RP","$10,936,574 ","1 (2016)","$10,936,574 ","$10,936,574 "
"4960",2016,"Jordan Zimmermann","DET ","SP","$18,000,000 ","5 (2016-20)","$110,000,000 ","$22,000,000 "
"4961",2016,"Jorge De La Rosa","COL ","SP","$12,500,000 ","2 (2015-16)","$25,000,000 ","$12,500,000 "
"4962",2016,"Jose Reyes","TOR ","SS","$22,000,000 ","6 (2012-17)","$106,000,000 ","$17,666,667 "
"4963",2016,"Josh Fields","HOU ","RP","$900,000 ","1 (2016)","$900,000 ","$900,000 "
"4964",2016,"Juan Uribe","CLE ","3B","$4,000,000 ","1 (2016)","$4,000,000 ","$4,000,000 "
"4965",2016,"Junichi Tazawa","BOS ","RP","$3,375,000 ","1 (2016)","$3,375,000 ","$3,375,000 "
"4966",2016,"Justin Morneau","COL ","1B","$9,000,000 ","2 (2014-15)","$12,500,000 ","$6,250,000 "
"4967",2016,"Justin Upton","DET ","LF","$22,125,000 ","6 (2016-21)","$132,750,000 ","$22,125,000 "
"4968",2016,"Justin Verlander","DET ","SP","$28,000,000 ","7 (2013-19)","$180,000,000 ","$25,714,286 "
"4969",2016,"Kelly Johnson","ATL ","2B","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"4970",2016,"Kendrys Morales","KC ","DH","$9,000,000 ","2 (2015-16)","$17,000,000 ","$8,500,000 "
"4971",2016,"Kevin Jepsen","MIN ","RP","$5,312,000 ","1 (2016)","$5,312,000 ","$5,312,000 "
"4972",2016,"Koji Uehara","BOS ","P","$9,000,000 ","2 (2015-16)","$18,000,000 ","$9,000,000 "
"4973",2016,"Kurt Suzuki","MIN ","C","$6,000,000 ","2 (2015-16)","$12,000,000 ","$6,000,000 "
"4974",2016,"Luis Valbuena","HOU ","3B","$6,125,000 ","1 (2016)","$6,125,000 ","$6,125,000 "
"4975",2016,"Luke Gregerson","HOU ","RP","$6,750,000 ","3 (2015-17)","$18,500,000 ","$6,166,667 "
"4976",2016,"Marc Rzepczynski","OAK ","RP","$2,950,000 ","1 (2016)","$2,950,000 ","$2,950,000 "
"4977",2016,"Mark Reynolds","COL ","1B","$2,600,000 ","1 (2016)","$2,600,000 ","$2,600,000 "
"4978",2016,"Mark Teixeira","NYY ","1B","$23,125,000 ","8 (2009-16)","$180,000,000 ","$22,500,000 "
"4979",2016,"Marlon Byrd","CLE ","RF","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"4980",2016,"Martin Prado","MIA ","3B","$11,000,000 ","4 (2013-16)","$40,000,000 ","$10,000,000 "
"4981",2016,"Mat Latos","CWS ","SP","$3,000,000 ","1 (2016)","$3,000,000 ","$3,000,000 "
"4982",2016,"Matt Albers","CWS ","RP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"4983",2016,"Matt Belisle","WSH ","RP","$1,250,000 ","1 (2016)","$1,250,000 ","$1,250,000 "
"4984",2016,"Matt Holliday","STL ","LF","$17,000,000 ","7 (2010-16)","$120,000,000 ","$17,142,857 "
"4985",2016,"Matt Joyce","PIT ","LF","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"4986",2016,"Matt Kemp","SD ","RF","$21,500,000 ","8 (2012-19)","$160,000,000 ","$20,000,000 "
"4987",2016,"Matt Thornton","SD ","P","$1,600,000 ","1 (2016)","$1,600,000 ","$1,600,000 "
"4988",2016,"Matt Wieters","BAL ","C","$15,800,000 ","1 (2016)","$15,800,000 ","$15,800,000 "
"4989",2016,"Max Scherzer","WSH ","SP","$22,142,856 ","7 (2015-21)","$210,000,000 ","$30,000,000 "
"4990",2016,"Melky Cabrera","CWS ","LF","$14,000,000 ","3 (2015-17)","$42,000,000 ","$14,000,000 "
"4991",2016,"Michael Brantley","CLE ","OF","$7,375,000 ","4 (2014-17)","$25,000,000 ","$6,250,000 "
"4992",2016,"Michael Cuddyer","NYM ","RF","$12,500,000 ","2 (2015-16)","$21,000,000 ","$10,500,000 "
"4993",2016,"Michael Morse","PIT ","1B","$8,000,000 ","2 (2015-16)","$16,000,000 ","$8,000,000 "
"4994",2016,"Miguel Cabrera","DET ","1B","$28,000,000 ","10 (2014-23)","$292,000,000 ","$29,200,000 "
"4995",2016,"Miguel Montero","CHC ","C","$14,000,000 ","5 (2013-17)","$60,000,000 ","$12,000,000 "
"4996",2016,"Mike Aviles","DET ","SS","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"4997",2016,"Neftali Feliz","PIT ","RP","$3,900,000 ","1 (2016)","$3,900,000 ","$3,900,000 "
"4998",2016,"Nelson Cruz","SEA ","DH","$14,250,000 ","4 (2015-18)","$57,000,000 ","$14,250,000 "
"4999",2016,"Nick Hundley","COL ","C","$3,150,000 ","2 (2015-16)","$6,250,000 ","$3,125,000 "
"5000",2016,"Nick Markakis","ATL ","RF","$11,000,000 ","4 (2015-18)","$44,000,000 ","$11,000,000 "
"5001",2016,"Nolan Reimold","BAL ","LF","$1,300,000 ","1 (2016)","$1,300,000 ","$1,300,000 "
"5002",2016,"Oliver Perez","WSH ","RP","$3,000,000 ","2 (2016-17)","$7,000,000 ","$3,500,000 "
"5003",2016,"Omar Infante","KC ","2B","$7,750,000 ","4 (2014-17)","$30,250,000 ","$7,562,500 "
"5004",2016,"Pablo Sandoval","BOS ","3B","$17,600,000 ","5 (2015-19)","$95,000,000 ","$19,000,000 "
"5005",2016,"Phil Hughes","MIN ","RP","$9,200,000 ","5 (2015-19)","$58,000,000 ","$11,600,000 "
"5006",2016,"Rick Porcello","BOS ","SP","$20,125,000 ","4 (2016-19)","$82,500,000 ","$20,625,000 "
"5007",2016,"Rickie Weeks","ARI ","LF","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5008",2016,"Ricky Nolasco","MIN ","SP","$12,000,000 ","4 (2014-17)","$49,000,000 ","$12,250,000 "
"5009",2016,"Robinson Cano","SEA ","2B","$24,000,000 ","10 (2014-23)","$240,000,000 ","$24,000,000 "
"5010",2016,"Ross Detwiler","CLE ","RP","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"5011",2016,"Ross Ohlendorf","CIN ","RP","$800,000 ","1 (2016)","$800,000 ","$800,000 "
"5012",2016,"Ruben Tejada","STL ","SS","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5013",2016,"Russell Martin","LAD ","C","$15,000,000 ","5 (2015-19)","$82,000,000 ","$16,400,000 "
"5014",2016,"Ryan Braun","MIL ","OF","$19,315,013 ","13 (2008-20)","$150,000,000 ","$11,538,462 "
"5015",2016,"Ryan Hanigan","BOS ","C","$3,700,000 ","3 (2014-16)","$10,750,000 ","$3,583,333 "
"5016",2016,"Ryan Madson","OAK ","RP","$6,666,667 ","3 (2016-18)","$22,000,000 ","$7,333,333 "
"5017",2016,"Ryan Raburn","COL ","OF","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5018",2016,"Ryan Zimmerman","WSH ","1B","$14,333,333 ","6 (2014-19)","$100,000,000 ","$16,666,667 "
"5019",2016,"Scott Feldman","HOU ","SP","$8,000,000 ","3 (2014-16)","$30,000,000 ","$10,000,000 "
"5020",2016,"Scott Kazmir","LAD ","SP","$14,985,384 ","3 (2016-18)","$48,000,000 ","$16,000,000 "
"5021",2016,"Scott Sizemore","WSH ","2B","$0 ","1 (2016)","$0 ","$0 "
"5022",2016,"Sean Rodriguez","PIT ","1B","$2,500,000 ","1 (2016)","$2,500,000 ","$2,500,000 "
"5023",2016,"Sergio Romo","SF ","RP","$9,000,000 ","2 (2015-16)","$15,000,000 ","$7,500,000 "
"5024",2016,"Seth Smith","SEA ","RF","$6,750,000 ","2 (2015-16)","$13,000,000 ","$6,500,000 "
"5025",2016,"Shawn Kelley","WSH ","RP","$4,000,000 ","3 (2016-18)","$15,000,000 ","$5,000,000 "
"5026",2016,"Shin-Soo Choo","TEX ","RF","$20,000,000 ","7 (2014-20)","$130,000,000 ","$18,571,429 "
"5027",2016,"Skip Schumaker","CIN ","CF","$2,500,000 ","2 (2014-15)","$5,000,000 ","$2,500,000 "
"5028",2016,"Stephen Drew","WSH ","SS","$3,000,000 ","1 (2016)","$3,000,000 ","$3,000,000 "
"5029",2016,"Tommy Hunter","CLE ","RP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5030",2016,"Tony Sipp","HOU ","RP","$6,000,000 ","3 (2016-18)","$18,000,000 ","$6,000,000 "
"5031",2016,"Travis Snider","KC ","RF","$0 ","1 (2016)","$0 ","$0 "
"5032",2016,"Troy Tulowitzki","TOR ","SS","$20,000,000 ","10 (2011-20)","$157,750,000 ","$15,775,000 "
"5033",2016,"Tyler Clippard","ARI ","RP","$6,100,000 ","2 (2016-17)","$12,250,000 ","$6,125,000 "
"5034",2016,"Ubaldo Jimenez","BAL ","P","$12,673,102 ","4 (2014-17)","$50,000,000 ","$12,500,000 "
"5035",2016,"Victor Martinez","DET ","DH","$18,000,000 ","4 (2015-18)","$68,000,000 ","$17,000,000 "
"5036",2016,"Wade Davis","CHC ","--","$19,555,288 ","1 (2017)","$19,555,288 ","$19,555,288 "
"5037",2016,"Will Venable","PHI ","CF","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5038",2016,"Yunel Escobar","LAA ","3B","$7,000,000 ","2 (2015-16)","$13,000,000 ","$6,500,000 "
"5039",2016,"Zach Duke","CWS ","RP","$5,000,000 ","3 (2015-17)","$15,000,000 ","$5,000,000 "
"5040",2016,"Zack Greinke","ARI ","SP","$31,799,030 ","6 (2016-21)","$206,500,000 ","$34,416,667 "
"5041",2016,"A.J. Ellis","LAD ","C","$4,500,000 ","1 (2016)","$4,500,000 ","$4,500,000 "
"5042",2016,"Alexi Ogando","ATL ","RP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5043",2016,"Andrew Cashner","SD ","SP","$7,150,000 ","1 (2016)","$7,150,000 ","$7,150,000 "
"5044",2016,"Aroldis Chapman","NYY ","RP","$9,468,443 ","1 (2016)","$11,325,000 ","$11,325,000 "
"5045",2016,"Bartolo Colon","NYM ","SP","$7,250,000 ","1 (2016)","$7,250,000 ","$7,250,000 "
"5046",2016,"Boone Logan","COL ","RP","$6,250,000 ","3 (2014-16)","$16,500,000 ","$5,500,000 "
"5047",2016,"Brandon Beachy","LAD ","P","$3,000,000 ","1 (2015)","$2,500,000 ","$2,500,000 "
"5048",2016,"Brandon Belt","SF ","1B","$6,200,000 ","1 (2016)","$6,200,000 ","$6,200,000 "
"5049",2016,"Brandon McCarthy","LAD ","SP","$12,500,000 ","4 (2015-18)","$48,000,000 ","$12,000,000 "
"5050",2016,"Brett Cecil","TOR ","RP","$3,800,000 ","1 (2016)","$3,800,000 ","$3,800,000 "
"5051",2016,"Brett Wallace","SD ","1B","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"5052",2016,"Buster Posey","SF ","C","$21,111,111 ","9 (2013-21)","$167,000,000 ","$18,555,556 "
"5053",2016,"Carlos Carrasco","CLE ","SP","$4,500,000 ","4 (2015-18)","$22,000,000 ","$5,500,000 "
"5054",2016,"Carlos Santana","CLE ","C","$8,450,000 ","5 (2012-16)","$21,001,900 ","$4,200,380 "
"5055",2016,"Cedric Hunter","PHI ","RF","$507,500 ","1 (2016)","$507,500 ","$507,500 "
"5056",2016,"Chris Capuano","MIL ","RP","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5057",2016,"Chris Heisey","WSH ","LF","$1,250,000 ","1 (2016)","$1,250,000 ","$1,250,000 "
"5058",2016,"Chris Sale","CWS ","SP","$9,150,000 ","5 (2013-17)","$32,500,000 ","$6,500,000 "
"5059",2016,"Chris Tillman","BAL ","SP","$6,225,000 ","1 (2016)","$6,225,000 ","$6,225,000 "
"5060",2016,"Daniel Descalso","COL ","SS","$2,100,000 ","2 (2015-16)","$3,600,000 ","$1,800,000 "
"5061",2016,"Daniel Hudson","ARI ","RP","$2,700,000 ","1 (2016)","$2,700,000 ","$2,700,000 "
"5062",2016,"Danny Espinosa","WSH ","SS","$2,875,000 ","1 (2016)","$2,875,000 ","$2,875,000 "
"5063",2016,"Danny Valencia","OAK ","3B","$3,150,000 ","1 (2016)","$3,150,000 ","$3,150,000 "
"5064",2016,"Darwin Barney","TOR ","2B","$1,050,000 ","1 (2016)","$1,050,000 ","$1,050,000 "
"5065",2016,"Drew Storen","TOR ","RP","$8,375,000 ","1 (2016)","$8,375,000 ","$8,375,000 "
"5066",2016,"Eduardo Nunez","MIN ","SS","$1,475,000 ","1 (2016)","$1,475,000 ","$1,475,000 "
"5067",2016,"Ernesto Frieri","PHI ","RP","$0 ","1 (2016)","$0 ","$0 "
"5068",2016,"Felix Doubront","OAK ","SP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5069",2016,"Fernando Abad","MIN ","RP","$1,250,000 ","1 (2016)","$1,250,000 ","$1,250,000 "
"5070",2016,"Freddie Freeman","ATL ","1B","$12,359,375 ","8 (2014-21)","$135,000,000 ","$16,875,000 "
"5071",2016,"Giancarlo Stanton","MIA ","RF","$9,000,000 ","13 (2015-27)","$325,000,000 ","$25,000,000 "
"5072",2016,"Hank Conger","TB ","C","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5073",2016,"Ike Davis","TEX ","1B","$0 ","1 (2016)","$0 ","$0 "
"5074",2016,"Ivan De Jesus","CIN ","2B","$517,000 ","1 (2016)","$517,000 ","$517,000 "
"5075",2016,"Ivan Nova","NYY ","RP","$4,100,000 ","1 (2016)","$4,100,000 ","$4,100,000 "
"5076",2016,"Jake Arrieta","CHC ","SP","$10,700,000 ","1 (2016)","$10,700,000 ","$10,700,000 "
"5077",2016,"Jake McGee","COL ","RP","$4,800,000 ","1 (2016)","$4,800,000 ","$4,800,000 "
"5078",2016,"Jarrod Dyson","KC ","RF","$1,725,000 ","1 (2016)","$1,725,000 ","$1,725,000 "
"5079",2016,"Jason Castro","HOU ","C","$5,000,000 ","1 (2016)","$5,000,000 ","$5,000,000 "
"5080",2016,"Jeff Manship","CLE ","RP","$765,000 ","1 (2016)","$765,000 ","$765,000 "
"5081",2016,"Jeremy Hellickson","PHI ","SP","$7,000,000 ","1 (2016)","$7,000,000 ","$7,000,000 "
"5082",2016,"Jeremy Jeffress","MIL ","RP","$519,100 ","1 (2016)","$519,100 ","$519,100 "
"5083",2016,"Jhoulys Chacin","ATL ","SP","$0 ","1 (2016)","$0 ","$0 "
"5084",2016,"Joaquin Benoit","SEA ","RP","$7,500,000 ","1 (2016)","$7,500,000 ","$7,500,000 "
"5085",2016,"John Axford","OAK ","RP","$4,500,000 ","2 (2016-17)","$10,000,000 ","$5,000,000 "
"5086",2016,"John Jaso","PIT ","1B","$4,000,000 ","2 (2016-17)","$8,000,000 ","$4,000,000 "
"5087",2016,"Jon Jay","SD ","CF","$6,225,000 ","2 (2015-16)","$10,975,000 ","$5,487,500 "
"5088",2016,"Jonathan Lucroy","MIL ","C","$4,100,000 ","5 (2012-16)","$11,000,000 ","$2,200,000 "
"5089",2016,"Josh Thole","TOR ","C","$800,000 ","1 (2016)","$800,000 ","$800,000 "
"5090",2016,"Josh Tomlin","CLE ","SP","$2,250,000 ","2 (2016-17)","$5,500,000 ","$2,750,000 "
"5091",2016,"Justin Smoak","TOR ","1B","$3,900,000 ","1 (2016)","$3,900,000 ","$3,900,000 "
"5092",2016,"Kenley Jansen","LAD ","RP","$10,650,000 ","1 (2016)","$10,650,000 ","$10,650,000 "
